0,1,2,3,4,5,6
1001,20201103042300-16-3320200,波浪注意報,倉敷市,2020-11-03 04:23:00+09,2020-11-03 20:55:00+09,0日16時32分00秒間
1002,20201101040600-20-3320200,濃霧注意報,倉敷市,2020-11-01 04:06:00+09,2020-11-01 09:31:00+09,0日05時25分00秒間
1003,20201031064700-20-3320200,濃霧注意報,倉敷市,2020-10-31 06:47:00+09,2020-10-31 09:40:00+09,0日02時53分00秒間
1004,20201029013000-20-3320200,濃霧注意報,倉敷市,2020-10-29 01:30:00+09,2020-10-29 10:18:00+09,0日08時48分00秒間
1005,20201027041100-20-3320200,濃霧注意報,倉敷市,2020-10-27 04:11:00+09,2020-10-27 09:39:00+09,0日05時28分00秒間
1006,20201026062400-20-3320200,濃霧注意報,倉敷市,2020-10-26 06:24:00+09,2020-10-26 10:01:00+09,0日03時37分00秒間
1007,20201024103000-15-3320200,強風注意報,倉敷市,2020-10-24 10:30:00+09,2020-10-24 16:12:00+09,0日05時42分00秒間
1008,20201024103000-16-3320200,波浪注意報,倉敷市,2020-10-24 10:30:00+09,2020-10-24 16:12:00+09,0日05時42分00秒間
1009,20201022081200-14-3320200,雷注意報,倉敷市,2020-10-22 08:12:00+09,2020-10-23 04:10:00+09,0日19時58分00秒間
1010,20201022195300-18-3320200,洪水注意報,倉敷市,2020-10-22 19:53:00+09,2020-10-22 22:45:00+09,0日02時52分00秒間
1011,20201022081200-19-3320200,高潮注意報,倉敷市,2020-10-22 08:12:00+09,2020-10-22 18:20:00+09,0日10時08分00秒間
1012,20201021030200-20-3320200,濃霧注意報,倉敷市,2020-10-21 03:02:00+09,2020-10-21 09:25:00+09,0日06時23分00秒間
1013,20201020051300-20-3320200,濃霧注意報,倉敷市,2020-10-20 05:13:00+09,2020-10-20 10:05:00+09,0日04時52分00秒間
1014,20201008210500-15-3320200,強風注意報,倉敷市,2020-10-08 21:05:00+09,2020-10-10 04:10:00+09,1日07時05分00秒間
1015,20201008210500-16-3320200,波浪注意報,倉敷市,2020-10-08 21:05:00+09,2020-10-10 04:10:00+09,1日07時05分00秒間
1016,20200929212500-14-3320200,雷注意報,倉敷市,2020-09-29 21:25:00+09,2020-10-01 03:47:00+09,1日06時22分00秒間
1017,20200925064600-18-3320200,洪水注意報,倉敷市,2020-09-25 06:46:00+09,2020-09-25 11:43:00+09,0日04時57分00秒間
1018,20200917100700-14-3320200,雷注意報,倉敷市,2020-09-17 10:07:00+09,2020-09-18 13:06:00+09,1日02時59分00秒間
1019,20200910101200-14-3320200,雷注意報,倉敷市,2020-09-10 10:12:00+09,2020-09-13 03:55:00+09,2日17時43分00秒間
1020,20200909100700-14-3320200,雷注意報,倉敷市,2020-09-09 10:07:00+09,2020-09-09 20:40:00+09,0日10時33分00秒間
1021,20200906101200-15-3320200,強風注意報,倉敷市,2020-09-06 10:12:00+09,2020-09-07 19:36:00+09,1日09時24分00秒間
1022,20200906101200-16-3320200,波浪注意報,倉敷市,2020-09-06 10:12:00+09,2020-09-07 19:36:00+09,1日09時24分00秒間
1023,20200907064300-19-3320200,高潮注意報,倉敷市,2020-09-07 06:43:00+09,2020-09-07 16:08:00+09,0日09時25分00秒間
1024,20200906042400-14-3320200,雷注意報,倉敷市,2020-09-06 04:24:00+09,2020-09-07 16:08:00+09,1日11時44分00秒間
1025,20200906233300-10-3320200,大雨注意報,倉敷市,2020-09-06 23:33:00+09,2020-09-07 04:10:00+09,0日04時37分00秒間
1026,20200906233300-18-3320200,洪水注意報,倉敷市,2020-09-06 23:33:00+09,2020-09-07 04:10:00+09,0日04時37分00秒間
1027,20200906161000-19-3320200,高潮注意報,倉敷市,2020-09-06 16:10:00+09,2020-09-07 03:06:00+09,0日10時56分00秒間
1028,20200905040800-14-3320200,雷注意報,倉敷市,2020-09-05 04:08:00+09,2020-09-06 02:20:00+09,0日22時12分00秒間
1029,20200902101000-14-3320200,雷注意報,倉敷市,2020-09-02 10:10:00+09,2020-09-04 21:55:00+09,2日11時45分00秒間
1030,20200902044400-15-3320200,強風注意報,倉敷市,2020-09-02 04:44:00+09,2020-09-03 07:52:00+09,1日03時08分00秒間
1031,20200902044400-16-3320200,波浪注意報,倉敷市,2020-09-02 04:44:00+09,2020-09-03 07:52:00+09,1日03時08分00秒間
1032,20200902163300-19-3320200,高潮注意報,倉敷市,2020-09-02 16:33:00+09,2020-09-03 01:30:00+09,0日08時57分00秒間
1033,20200831100500-14-3320200,雷注意報,倉敷市,2020-08-31 10:05:00+09,2020-08-31 20:17:00+09,0日10時12分00秒間
1034,20200830101200-14-3320200,雷注意報,倉敷市,2020-08-30 10:12:00+09,2020-08-30 20:05:00+09,0日09時53分00秒間
1035,20200829100600-14-3320200,雷注意報,倉敷市,2020-08-29 10:06:00+09,2020-08-29 21:06:00+09,0日11時00分00秒間
1036,20200828100500-14-3320200,雷注意報,倉敷市,2020-08-28 10:05:00+09,2020-08-28 18:55:00+09,0日08時50分00秒間
1037,20200822095000-14-3320200,雷注意報,倉敷市,2020-08-22 09:50:00+09,2020-08-23 23:45:00+09,1日13時55分00秒間
1038,20200821144200-19-3320200,高潮注意報,倉敷市,2020-08-21 14:42:00+09,2020-08-22 02:25:00+09,0日11時43分00秒間
1039,20200821101400-14-3320200,雷注意報,倉敷市,2020-08-21 10:14:00+09,2020-08-21 19:43:00+09,0日09時29分00秒間
1040,20200820180900-19-3320200,高潮注意報,倉敷市,2020-08-20 18:09:00+09,2020-08-21 02:32:00+09,0日08時23分00秒間
1041,20200819161100-19-3320200,高潮注意報,倉敷市,2020-08-19 16:11:00+09,2020-08-20 01:34:00+09,0日09時23分00秒間
1042,20200818160700-19-3320200,高潮注意報,倉敷市,2020-08-18 16:07:00+09,2020-08-19 00:40:00+09,0日08時33分00秒間
1043,20200817160500-19-3320200,高潮注意報,倉敷市,2020-08-17 16:05:00+09,2020-08-18 00:03:00+09,0日07時58分00秒間
1044,20200814094900-14-3320200,雷注意報,倉敷市,2020-08-14 09:49:00+09,2020-08-14 19:53:00+09,0日10時04分00秒間
1045,20200813102100-14-3320200,雷注意報,倉敷市,2020-08-13 10:21:00+09,2020-08-13 19:30:00+09,0日09時09分00秒間
1046,20200812094500-14-3320200,雷注意報,倉敷市,2020-08-12 09:45:00+09,2020-08-12 21:52:00+09,0日12時07分00秒間
1047,20200811100500-14-3320200,雷注意報,倉敷市,2020-08-11 10:05:00+09,2020-08-11 21:10:00+09,0日11時05分00秒間
1048,20200810102000-15-3320200,強風注意報,倉敷市,2020-08-10 10:20:00+09,2020-08-11 01:07:00+09,0日14時47分00秒間
