0,1,2,3,4,5,6
901,20210401072000-21-3320200,乾燥注意報,倉敷市,2021-04-01 07:20:00+09,2021-04-02 20:12:00+09,1日12時52分00秒間
902,20210331100200-24-3320200,霜注意報,倉敷市,2021-03-31 10:02:00+09,2021-04-01 07:20:00+09,0日21時18分00秒間
903,20210330095500-24-3320200,霜注意報,倉敷市,2021-03-30 09:55:00+09,2021-03-31 06:50:00+09,0日20時55分00秒間
904,20210330053800-20-3320200,濃霧注意報,倉敷市,2021-03-30 05:38:00+09,2021-03-30 09:55:00+09,0日04時17分00秒間
905,20210328222200-20-3320200,濃霧注意報,倉敷市,2021-03-28 22:22:00+09,2021-03-29 09:35:00+09,0日11時13分00秒間
906,20210326100300-24-3320200,霜注意報,倉敷市,2021-03-26 10:03:00+09,2021-03-27 07:56:00+09,0日21時53分00秒間
907,20210325100100-24-3320200,霜注意報,倉敷市,2021-03-25 10:01:00+09,2021-03-26 06:31:00+09,0日20時30分00秒間
908,20210322033300-21-3320200,乾燥注意報,倉敷市,2021-03-22 03:33:00+09,2021-03-24 20:10:00+09,2日16時37分00秒間
909,20210323100500-24-3320200,霜注意報,倉敷市,2021-03-23 10:05:00+09,2021-03-24 07:08:00+09,0日21時03分00秒間
910,20210323033900-20-3320200,濃霧注意報,倉敷市,2021-03-23 03:39:00+09,2021-03-23 10:05:00+09,0日06時26分00秒間
911,20210322100300-24-3320200,霜注意報,倉敷市,2021-03-22 10:03:00+09,2021-03-23 07:34:00+09,0日21時31分00秒間
912,20210321064800-20-3320200,濃霧注意報,倉敷市,2021-03-21 06:48:00+09,2021-03-21 12:49:00+09,0日06時01分00秒間
913,20210321040700-15-3320200,強風注意報,倉敷市,2021-03-21 04:07:00+09,2021-03-21 12:49:00+09,0日08時42分00秒間
914,20210321040700-16-3320200,波浪注意報,倉敷市,2021-03-21 04:07:00+09,2021-03-21 12:49:00+09,0日08時42分00秒間
915,20210320152500-14-3320200,雷注意報,倉敷市,2021-03-20 15:25:00+09,2021-03-21 04:07:00+09,0日12時42分00秒間
916,20210319100400-24-3320200,霜注意報,倉敷市,2021-03-19 10:04:00+09,2021-03-20 07:25:00+09,0日21時21分00秒間
917,20210318070300-21-3320200,乾燥注意報,倉敷市,2021-03-18 07:03:00+09,2021-03-19 20:28:00+09,1日13時25分00秒間
918,20210318094400-24-3320200,霜注意報,倉敷市,2021-03-18 09:44:00+09,2021-03-19 07:32:00+09,0日21時48分00秒間
919,20210317094800-24-3320200,霜注意報,倉敷市,2021-03-17 09:48:00+09,2021-03-18 07:03:00+09,0日21時15分00秒間
920,20210316221800-20-3320200,濃霧注意報,倉敷市,2021-03-16 22:18:00+09,2021-03-17 09:48:00+09,0日11時30分00秒間
921,20210316100200-24-3320200,霜注意報,倉敷市,2021-03-16 10:02:00+09,2021-03-17 07:07:00+09,0日21時05分00秒間
922,20210315072500-20-3320200,濃霧注意報,倉敷市,2021-03-15 07:25:00+09,2021-03-15 10:01:00+09,0日02時36分00秒間
923,20210314100300-24-3320200,霜注意報,倉敷市,2021-03-14 10:03:00+09,2021-03-15 07:25:00+09,0日21時22分00秒間
924,20210312183600-15-3320200,強風注意報,倉敷市,2021-03-12 18:36:00+09,2021-03-13 18:40:00+09,1日00時04分00秒間
925,20210312183600-16-3320200,波浪注意報,倉敷市,2021-03-12 18:36:00+09,2021-03-13 18:40:00+09,1日00時04分00秒間
926,20210312195200-14-3320200,雷注意報,倉敷市,2021-03-12 19:52:00+09,2021-03-13 04:03:00+09,0日08時11分00秒間
927,20210309102100-21-3320200,乾燥注意報,倉敷市,2021-03-09 10:21:00+09,2021-03-11 21:19:00+09,2日10時58分00秒間
928,20210305230900-20-3320200,濃霧注意報,倉敷市,2021-03-05 23:09:00+09,2021-03-06 09:58:00+09,0日10時49分00秒間
929,20210304161000-15-3320200,強風注意報,倉敷市,2021-03-04 16:10:00+09,2021-03-05 14:49:00+09,0日22時39分00秒間
930,20210304161000-16-3320200,波浪注意報,倉敷市,2021-03-04 16:10:00+09,2021-03-05 14:49:00+09,0日22時39分00秒間
931,20210301205000-15-3320200,強風注意報,倉敷市,2021-03-01 20:50:00+09,2021-03-02 20:30:00+09,0日23時40分00秒間
932,20210301205000-16-3320200,波浪注意報,倉敷市,2021-03-01 20:50:00+09,2021-03-02 20:30:00+09,0日23時40分00秒間
933,20210227040600-21-3320200,乾燥注意報,倉敷市,2021-02-27 04:06:00+09,2021-02-28 19:43:00+09,1日15時37分00秒間
934,20210224040500-21-3320200,乾燥注意報,倉敷市,2021-02-24 04:05:00+09,2021-02-25 19:05:00+09,1日15時00分00秒間
935,20210220041700-15-3320200,強風注意報,倉敷市,2021-02-20 04:17:00+09,2021-02-20 19:41:00+09,0日15時24分00秒間
936,20210220041700-16-3320200,波浪注意報,倉敷市,2021-02-20 04:17:00+09,2021-02-20 19:41:00+09,0日15時24分00秒間
937,20210217101100-21-3320200,乾燥注意報,倉敷市,2021-02-17 10:11:00+09,2021-02-19 17:33:00+09,2日07時22分00秒間
938,20210216102500-15-3320200,強風注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-18 18:46:00+09,2日08時21分00秒間
939,20210216102500-16-3320200,波浪注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-18 18:46:00+09,2日08時21分00秒間
940,20210217101100-23-3320200,低温注意報,倉敷市,2021-02-17 10:11:00+09,2021-02-18 09:58:00+09,0日23時47分00秒間
941,20210216102500-14-3320200,雷注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-17 04:18:00+09,0日17時53分00秒間
942,20210215041500-15-3320200,強風注意報,倉敷市,2021-02-15 04:15:00+09,2021-02-16 04:10:00+09,0日23時55分00秒間
943,20210215041500-16-3320200,波浪注意報,倉敷市,2021-02-15 04:15:00+09,2021-02-16 04:10:00+09,0日23時55分00秒間
944,20210213202000-20-3320200,濃霧注意報,倉敷市,2021-02-13 20:20:00+09,2021-02-14 08:23:00+09,0日12時03分00秒間
945,20210208040500-15-3320200,強風注意報,倉敷市,2021-02-08 04:05:00+09,2021-02-08 20:43:00+09,0日16時38分00秒間
946,20210208040500-16-3320200,波浪注意報,倉敷市,2021-02-08 04:05:00+09,2021-02-08 20:43:00+09,0日16時38分00秒間
947,20210204040800-15-3320200,強風注意報,倉敷市,2021-02-04 04:08:00+09,2021-02-04 16:07:00+09,0日11時59分00秒間
948,20210204040800-16-3320200,波浪注意報,倉敷市,2021-02-04 04:08:00+09,2021-02-04 16:07:00+09,0日11時59分00秒間
949,20210201194300-15-3320200,強風注意報,倉敷市,2021-02-01 19:43:00+09,2021-02-02 16:10:00+09,0日20時27分00秒間
950,20210201194300-16-3320200,波浪注意報,倉敷市,2021-02-01 19:43:00+09,2021-02-02 16:10:00+09,0日20時27分00秒間
951,20210128100900-15-3320200,強風注意報,倉敷市,2021-01-28 10:09:00+09,2021-01-29 20:24:00+09,1日10時15分00秒間
952,20210128100900-16-3320200,波浪注意報,倉敷市,2021-01-28 10:09:00+09,2021-01-29 20:24:00+09,1日10時15分00秒間
953,20210127031700-20-3320200,濃霧注意報,倉敷市,2021-01-27 03:17:00+09,2021-01-27 08:17:00+09,0日05時00分00秒間
954,20210125203000-20-3320200,濃霧注意報,倉敷市,2021-01-25 20:30:00+09,2021-01-26 10:20:00+09,0日13時50分00秒間
955,20210121042900-20-3320200,濃霧注意報,倉敷市,2021-01-21 04:29:00+09,2021-01-21 10:12:00+09,0日05時43分00秒間
956,20210119095000-23-3320200,低温注意報,倉敷市,2021-01-19 09:50:00+09,2021-01-20 04:36:00+09,0日18時46分00秒間
957,20210118094400-15-3320200,強風注意報,倉敷市,2021-01-18 09:44:00+09,2021-01-19 04:05:00+09,0日18時21分00秒間
958,20210118094400-16-3320200,波浪注意報,倉敷市,2021-01-18 09:44:00+09,2021-01-19 04:05:00+09,0日18時21分00秒間
959,20210118094400-14-3320200,雷注意報,倉敷市,2021-01-18 09:44:00+09,2021-01-18 22:15:00+09,0日12時31分00秒間
960,20210117100500-23-3320200,低温注意報,倉敷市,2021-01-17 10:05:00+09,2021-01-18 09:44:00+09,0日23時39分00秒間
961,20210116041000-14-3320200,雷注意報,倉敷市,2021-01-16 04:10:00+09,2021-01-16 10:17:00+09,0日06時07分00秒間
962,20210115042500-20-3320200,濃霧注意報,倉敷市,2021-01-15 04:25:00+09,2021-01-15 10:26:00+09,0日06時01分00秒間
963,20210113034300-20-3320200,濃霧注意報,倉敷市,2021-01-13 03:43:00+09,2021-01-13 07:24:00+09,0日03時41分00秒間
