1,2,3,4,5,6
20140715220500-14-3320200,雷注意報,倉敷市,2014-07-15 22:05:00+09,2014-07-16 22:40:00+09,1日00時35分00秒間
20140717100900-14-3320200,雷注意報,倉敷市,2014-07-17 10:09:00+09,2014-07-17 18:41:00+09,0日08時32分00秒間
20140718101500-14-3320200,雷注意報,倉敷市,2014-07-18 10:15:00+09,2014-07-20 21:53:00+09,2日11時38分00秒間
20140721100800-14-3320200,雷注意報,倉敷市,2014-07-21 10:08:00+09,2014-07-21 20:50:00+09,0日10時42分00秒間
20140725102200-14-3320200,雷注意報,倉敷市,2014-07-25 10:22:00+09,2014-07-25 19:49:00+09,0日09時27分00秒間
20140727090900-14-3320200,雷注意報,倉敷市,2014-07-27 09:09:00+09,2014-07-27 12:07:00+09,0日02時58分00秒間
20140730101700-14-3320200,雷注意報,倉敷市,2014-07-30 10:17:00+09,2014-07-30 20:43:00+09,0日10時26分00秒間
20140731101000-14-3320200,雷注意報,倉敷市,2014-07-31 10:10:00+09,2014-07-31 19:32:00+09,0日09時22分00秒間
20140804160500-14-3320200,雷注意報,倉敷市,2014-08-04 16:05:00+09,2014-08-04 21:30:00+09,0日05時25分00秒間
20140805101200-14-3320200,雷注意報,倉敷市,2014-08-05 10:12:00+09,2014-08-06 19:47:00+09,1日09時35分00秒間
20140807101700-14-3320200,雷注意報,倉敷市,2014-08-07 10:17:00+09,2014-08-07 23:23:00+09,0日13時06分00秒間
20140808101500-14-3320200,雷注意報,倉敷市,2014-08-08 10:15:00+09,2014-08-10 16:35:00+09,2日06時20分00秒間
20140814101500-14-3320200,雷注意報,倉敷市,2014-08-14 10:15:00+09,2014-08-16 22:21:00+09,2日12時06分00秒間
20140817014100-14-3320200,雷注意報,倉敷市,2014-08-17 01:41:00+09,2014-08-17 21:12:00+09,0日19時31分00秒間
20140818042900-14-3320200,雷注意報,倉敷市,2014-08-18 04:29:00+09,2014-08-20 22:49:00+09,2日18時20分00秒間
20140822041500-14-3320200,雷注意報,倉敷市,2014-08-22 04:15:00+09,2014-08-23 23:42:00+09,1日19時27分00秒間
20140824041900-14-3320200,雷注意報,倉敷市,2014-08-24 04:19:00+09,2014-08-24 23:34:00+09,0日19時15分00秒間
20140825041000-14-3320200,雷注意報,倉敷市,2014-08-25 04:10:00+09,2014-08-26 16:35:00+09,1日12時25分00秒間
20140901101200-14-3320200,雷注意報,倉敷市,2014-09-01 10:12:00+09,2014-09-01 21:50:00+09,0日11時38分00秒間
20140903103200-14-3320200,雷注意報,倉敷市,2014-09-03 10:32:00+09,2014-09-04 16:32:00+09,1日06時00分00秒間
20140904212600-14-3320200,雷注意報,倉敷市,2014-09-04 21:26:00+09,2014-09-05 10:10:00+09,0日12時44分00秒間
20140906101000-14-3320200,雷注意報,倉敷市,2014-09-06 10:10:00+09,2014-09-07 03:48:00+09,0日17時38分00秒間
20140910102100-14-3320200,雷注意報,倉敷市,2014-09-10 10:21:00+09,2014-09-11 04:20:00+09,0日17時59分00秒間
20140911060800-14-3320200,雷注意報,倉敷市,2014-09-11 06:08:00+09,2014-09-11 20:46:00+09,0日14時38分00秒間
20140924132700-14-3320200,雷注意報,倉敷市,2014-09-24 13:27:00+09,2014-09-25 04:05:00+09,0日14時38分00秒間
20141002042700-14-3320200,雷注意報,倉敷市,2014-10-02 04:27:00+09,2014-10-03 10:33:00+09,1日06時06分00秒間
20141005163200-14-3320200,雷注意報,倉敷市,2014-10-05 16:32:00+09,2014-10-06 07:00:00+09,0日14時28分00秒間
20141013055500-14-3320200,雷注意報,倉敷市,2014-10-13 05:55:00+09,2014-10-13 19:20:00+09,0日13時25分00秒間
20141022073800-14-3320200,雷注意報,倉敷市,2014-10-22 07:38:00+09,2014-10-22 16:24:00+09,0日08時46分00秒間
20141026163100-14-3320200,雷注意報,倉敷市,2014-10-26 16:31:00+09,2014-10-27 09:09:00+09,0日16時38分00秒間
20141101041700-14-3320200,雷注意報,倉敷市,2014-11-01 04:17:00+09,2014-11-01 21:21:00+09,0日17時04分00秒間
20141124161900-14-3320200,雷注意報,倉敷市,2014-11-24 16:19:00+09,2014-11-25 10:33:00+09,0日18時14分00秒間
20141128161800-14-3320200,雷注意報,倉敷市,2014-11-28 16:18:00+09,2014-11-29 08:13:00+09,0日15時55分00秒間
20141130185100-14-3320200,雷注意報,倉敷市,2014-11-30 18:51:00+09,2014-12-01 10:05:00+09,0日15時14分00秒間
20141231043800-14-3320200,雷注意報,倉敷市,2014-12-31 04:38:00+09,2014-12-31 20:49:00+09,0日16時11分00秒間
20150101043100-14-3320200,雷注意報,倉敷市,2015-01-01 04:31:00+09,2015-01-01 19:32:00+09,0日15時01分00秒間
20150118200700-14-3320200,雷注意報,倉敷市,2015-01-18 20:07:00+09,2015-01-19 06:31:00+09,0日10時24分00秒間
20150205041900-14-3320200,雷注意報,倉敷市,2015-02-05 04:19:00+09,2015-02-05 23:29:00+09,0日19時10分00秒間
20150212134800-14-3320200,雷注意報,倉敷市,2015-02-12 13:48:00+09,2015-02-12 18:20:00+09,0日04時32分00秒間
20150313153000-14-3320200,雷注意報,倉敷市,2015-03-13 15:30:00+09,2015-03-14 07:45:00+09,0日16時15分00秒間
20150403041000-14-3320200,雷注意報,倉敷市,2015-04-03 04:10:00+09,2015-04-03 21:18:00+09,0日17時08分00秒間
20150404162200-14-3320200,雷注意報,倉敷市,2015-04-04 16:22:00+09,2015-04-05 10:10:00+09,0日17時48分00秒間
20150414101500-14-3320200,雷注意報,倉敷市,2015-04-14 10:15:00+09,2015-04-15 13:38:00+09,1日03時23分00秒間
20150507012900-14-3320200,雷注意報,倉敷市,2015-05-07 01:29:00+09,2015-05-07 09:36:00+09,0日08時07分00秒間
20150512042500-14-3320200,雷注意報,倉敷市,2015-05-12 04:25:00+09,2015-05-12 18:30:00+09,0日14時05分00秒間
20150514082600-14-3320200,雷注意報,倉敷市,2015-05-14 08:26:00+09,2015-05-14 18:15:00+09,0日09時49分00秒間
20150515101500-14-3320200,雷注意報,倉敷市,2015-05-15 10:15:00+09,2015-05-16 04:10:00+09,0日17時55分00秒間
20150520190600-14-3320200,雷注意報,倉敷市,2015-05-20 19:06:00+09,2015-05-20 22:09:00+09,0日03時03分00秒間
20150525132600-14-3320200,雷注意報,倉敷市,2015-05-25 13:26:00+09,2015-05-25 21:48:00+09,0日08時22分00秒間
20150616181200-14-3320200,雷注意報,倉敷市,2015-06-16 18:12:00+09,2015-06-16 21:38:00+09,0日03時26分00秒間
20150617142000-14-3320200,雷注意報,倉敷市,2015-06-17 14:20:00+09,2015-06-17 20:08:00+09,0日05時48分00秒間
20150620101200-14-3320200,雷注意報,倉敷市,2015-06-20 10:12:00+09,2015-06-21 20:55:00+09,1日10時43分00秒間
20150623100500-14-3320200,雷注意報,倉敷市,2015-06-23 10:05:00+09,2015-06-23 22:00:00+09,0日11時55分00秒間
20150624152500-14-3320200,雷注意報,倉敷市,2015-06-24 15:25:00+09,2015-06-24 20:30:00+09,0日05時05分00秒間
