1,2,3,4,5,6
20210707235500-18-3320200,洪水注意報,倉敷市,2021-07-07 23:55:00+09,2021-07-09 04:25:00+09,1日04時30分00秒間
20210709080300-18-3320200,洪水注意報,倉敷市,2021-07-09 08:03:00+09,2021-07-09 10:31:00+09,0日02時28分00秒間
20210709134000-18-3320200,洪水注意報,倉敷市,2021-07-09 13:40:00+09,2021-07-09 18:25:00+09,0日04時45分00秒間
20210712125600-18-3320200,洪水注意報,倉敷市,2021-07-12 12:56:00+09,2021-07-12 16:27:00+09,0日03時31分00秒間
20210713174000-18-3320200,洪水注意報,倉敷市,2021-07-13 17:40:00+09,2021-07-13 19:52:00+09,0日02時12分00秒間
20210715104500-18-3320200,洪水注意報,倉敷市,2021-07-15 10:45:00+09,2021-07-15 18:55:00+09,0日08時10分00秒間
20210715202000-18-3320200,洪水注意報,倉敷市,2021-07-15 20:20:00+09,2021-07-15 22:35:00+09,0日02時15分00秒間
20210808180100-18-3320200,洪水注意報,倉敷市,2021-08-08 18:01:00+09,2021-08-08 22:47:00+09,0日04時46分00秒間
20210809041500-18-3320200,洪水注意報,倉敷市,2021-08-09 04:15:00+09,2021-08-09 06:02:00+09,0日01時47分00秒間
20210812081500-18-3320200,洪水注意報,倉敷市,2021-08-12 08:15:00+09,2021-08-12 09:29:00+09,0日01時14分00秒間
20210812120300-18-3320200,洪水注意報,倉敷市,2021-08-12 12:03:00+09,2021-08-12 15:39:00+09,0日03時36分00秒間
20210813104500-18-3320200,洪水注意報,倉敷市,2021-08-13 10:45:00+09,2021-08-13 16:11:00+09,0日05時26分00秒間
20210815064500-18-3320200,洪水注意報,倉敷市,2021-08-15 06:45:00+09,2021-08-15 19:40:00+09,0日12時55分00秒間
20210818073600-18-3320200,洪水注意報,倉敷市,2021-08-18 07:36:00+09,2021-08-18 10:20:00+09,0日02時44分00秒間
20210819022500-18-3320200,洪水注意報,倉敷市,2021-08-19 02:25:00+09,2021-08-19 10:21:00+09,0日07時56分00秒間
20210820025200-18-3320200,洪水注意報,倉敷市,2021-08-20 02:52:00+09,2021-08-20 08:20:00+09,0日05時28分00秒間
20210902032400-18-3320200,洪水注意報,倉敷市,2021-09-02 03:24:00+09,2021-09-02 11:25:00+09,0日08時01分00秒間
20210902180300-18-3320200,洪水注意報,倉敷市,2021-09-02 18:03:00+09,2021-09-02 19:50:00+09,0日01時47分00秒間
20210903073100-18-3320200,洪水注意報,倉敷市,2021-09-03 07:31:00+09,2021-09-03 08:05:00+09,0日00時34分00秒間
20210903143000-18-3320200,洪水注意報,倉敷市,2021-09-03 14:30:00+09,2021-09-03 17:35:00+09,0日03時05分00秒間
20210904011000-18-3320200,洪水注意報,倉敷市,2021-09-04 01:10:00+09,2021-09-04 02:15:00+09,0日01時05分00秒間
20210904060300-18-3320200,洪水注意報,倉敷市,2021-09-04 06:03:00+09,2021-09-04 08:51:00+09,0日02時48分00秒間
20210912130900-18-3320200,洪水注意報,倉敷市,2021-09-12 13:09:00+09,2021-09-12 15:02:00+09,0日01時53分00秒間
20211108221600-18-3320200,洪水注意報,倉敷市,2021-11-08 22:16:00+09,2021-11-09 01:52:00+09,0日03時36分00秒間
20220606041700-18-3320200,洪水注意報,倉敷市,2022-06-06 04:17:00+09,2022-06-06 08:58:00+09,0日04時41分00秒間
20220708204400-18-3320200,洪水注意報,倉敷市,2022-07-08 20:44:00+09,2022-07-09 02:06:00+09,0日05時22分00秒間
20220712121900-18-3320200,洪水注意報,倉敷市,2022-07-12 12:19:00+09,2022-07-12 15:52:00+09,0日03時33分00秒間
20220715162900-18-3320200,洪水注意報,倉敷市,2022-07-15 16:29:00+09,2022-07-15 20:34:00+09,0日04時05分00秒間
20220716131200-18-3320200,洪水注意報,倉敷市,2022-07-16 13:12:00+09,2022-07-16 16:08:00+09,0日02時56分00秒間
20220716191600-18-3320200,洪水注意報,倉敷市,2022-07-16 19:16:00+09,2022-07-16 21:31:00+09,0日02時15分00秒間
20220719003700-18-3320200,洪水注意報,倉敷市,2022-07-19 00:37:00+09,2022-07-19 15:06:00+09,0日14時29分00秒間
20220727155500-18-3320200,洪水注意報,倉敷市,2022-07-27 15:55:00+09,2022-07-27 19:51:00+09,0日03時56分00秒間
20220805124100-18-3320200,洪水注意報,倉敷市,2022-08-05 12:41:00+09,2022-08-05 13:19:00+09,0日00時38分00秒間
20220813121400-18-3320200,洪水注意報,倉敷市,2022-08-13 12:14:00+09,2022-08-13 14:33:00+09,0日02時19分00秒間
20220817074600-18-3320200,洪水注意報,倉敷市,2022-08-17 07:46:00+09,2022-08-17 15:41:00+09,0日07時55分00秒間
20220818012700-18-3320200,洪水注意報,倉敷市,2022-08-18 01:27:00+09,2022-08-18 07:33:00+09,0日06時06分00秒間
20220821044300-18-3320200,洪水注意報,倉敷市,2022-08-21 04:43:00+09,2022-08-21 05:02:00+09,0日00時19分00秒間
20220821082200-18-3320200,洪水注意報,倉敷市,2022-08-21 08:22:00+09,2022-08-21 16:20:00+09,0日07時58分00秒間
20220901160700-18-3320200,洪水注意報,倉敷市,2022-09-01 16:07:00+09,2022-09-01 19:20:00+09,0日03時13分00秒間
20220901224700-18-3320200,洪水注意報,倉敷市,2022-09-01 22:47:00+09,2022-09-02 02:50:00+09,0日04時03分00秒間
20220903162900-18-3320200,洪水注意報,倉敷市,2022-09-03 16:29:00+09,2022-09-03 19:27:00+09,0日02時58分00秒間
20220919101300-18-3320200,洪水注意報,倉敷市,2022-09-19 10:13:00+09,2022-09-19 20:24:00+09,0日10時11分00秒間
20220927114800-18-3320200,洪水注意報,倉敷市,2022-09-27 11:48:00+09,2022-09-27 15:41:00+09,0日03時53分00秒間
20230426024100-18-3320200,洪水注意報,倉敷市,2023-04-26 02:41:00+09,2023-04-26 08:05:00+09,0日05時24分00秒間
20230507065900-18-3320200,洪水注意報,倉敷市,2023-05-07 06:59:00+09,2023-05-07 09:55:00+09,0日02時56分00秒間
20230507141600-18-3320200,洪水注意報,倉敷市,2023-05-07 14:16:00+09,2023-05-07 21:32:00+09,0日07時16分00秒間
20230507235600-18-3320200,洪水注意報,倉敷市,2023-05-07 23:56:00+09,2023-05-08 07:50:00+09,0日07時54分00秒間
20230519085700-18-3320200,洪水注意報,倉敷市,2023-05-19 08:57:00+09,2023-05-19 10:46:00+09,0日01時49分00秒間
20230602040500-18-3320200,洪水注意報,倉敷市,2023-06-02 04:05:00+09,2023-06-02 16:08:00+09,0日12時03分00秒間
20230630201000-18-3320200,洪水注意報,倉敷市,2023-06-30 20:10:00+09,2023-07-01 15:56:00+09,0日19時46分00秒間
20230709001300-18-3320200,洪水注意報,倉敷市,2023-07-09 00:13:00+09,2023-07-09 17:01:00+09,0日16時48分00秒間
20230811151700-18-3320200,洪水注意報,倉敷市,2023-08-11 15:17:00+09,2023-08-11 17:09:00+09,0日01時52分00秒間
20230823113100-18-3320200,洪水注意報,倉敷市,2023-08-23 11:31:00+09,2023-08-23 11:56:00+09,0日00時25分00秒間
20230823160500-18-3320200,洪水注意報,倉敷市,2023-08-23 16:05:00+09,2023-08-23 21:39:00+09,0日05時34分00秒間
