0,1,2,3,4,5,6
901,20210312195200-14-3320200,雷注意報,倉敷市,2021-03-12 19:52:00+09,2021-03-13 04:03:00+09,0日08時11分00秒間
902,20210309102100-21-3320200,乾燥注意報,倉敷市,2021-03-09 10:21:00+09,2021-03-11 21:19:00+09,2日10時58分00秒間
903,20210305230900-20-3320200,濃霧注意報,倉敷市,2021-03-05 23:09:00+09,2021-03-06 09:58:00+09,0日10時49分00秒間
904,20210304161000-15-3320200,強風注意報,倉敷市,2021-03-04 16:10:00+09,2021-03-05 14:49:00+09,0日22時39分00秒間
905,20210304161000-16-3320200,波浪注意報,倉敷市,2021-03-04 16:10:00+09,2021-03-05 14:49:00+09,0日22時39分00秒間
906,20210301205000-15-3320200,強風注意報,倉敷市,2021-03-01 20:50:00+09,2021-03-02 20:30:00+09,0日23時40分00秒間
907,20210301205000-16-3320200,波浪注意報,倉敷市,2021-03-01 20:50:00+09,2021-03-02 20:30:00+09,0日23時40分00秒間
908,20210227040600-21-3320200,乾燥注意報,倉敷市,2021-02-27 04:06:00+09,2021-02-28 19:43:00+09,1日15時37分00秒間
909,20210224040500-21-3320200,乾燥注意報,倉敷市,2021-02-24 04:05:00+09,2021-02-25 19:05:00+09,1日15時00分00秒間
910,20210220041700-15-3320200,強風注意報,倉敷市,2021-02-20 04:17:00+09,2021-02-20 19:41:00+09,0日15時24分00秒間
911,20210220041700-16-3320200,波浪注意報,倉敷市,2021-02-20 04:17:00+09,2021-02-20 19:41:00+09,0日15時24分00秒間
912,20210217101100-21-3320200,乾燥注意報,倉敷市,2021-02-17 10:11:00+09,2021-02-19 17:33:00+09,2日07時22分00秒間
913,20210216102500-15-3320200,強風注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-18 18:46:00+09,2日08時21分00秒間
914,20210216102500-16-3320200,波浪注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-18 18:46:00+09,2日08時21分00秒間
915,20210217101100-23-3320200,低温注意報,倉敷市,2021-02-17 10:11:00+09,2021-02-18 09:58:00+09,0日23時47分00秒間
916,20210216102500-14-3320200,雷注意報,倉敷市,2021-02-16 10:25:00+09,2021-02-17 04:18:00+09,0日17時53分00秒間
917,20210215041500-15-3320200,強風注意報,倉敷市,2021-02-15 04:15:00+09,2021-02-16 04:10:00+09,0日23時55分00秒間
