0,1,2,3,4,5,6
2301,20150820012500-10-3320200,大雨注意報,倉敷市,2015-08-20 01:25:00+09,2015-08-20 17:14:00+09,0日15時49分00秒間
2302,20150820012500-14-3320200,雷注意報,倉敷市,2015-08-20 01:25:00+09,2015-08-20 17:14:00+09,0日15時49分00秒間
2303,20150817111500-10-3320200,大雨注意報,倉敷市,2015-08-17 11:15:00+09,2015-08-17 15:55:00+09,0日04時40分00秒間
2304,20150817111500-18-3320200,洪水注意報,倉敷市,2015-08-17 11:15:00+09,2015-08-17 15:55:00+09,0日04時40分00秒間
2305,20150817032000-14-3320200,雷注意報,倉敷市,2015-08-17 03:20:00+09,2015-08-17 15:55:00+09,0日12時35分00秒間
2306,20150814175200-14-3320200,雷注意報,倉敷市,2015-08-14 17:52:00+09,2015-08-14 23:10:00+09,0日05時18分00秒間
2307,20150812094500-14-3320200,雷注意報,倉敷市,2015-08-12 09:45:00+09,2015-08-13 16:25:00+09,1日06時40分00秒間
2308,20150810101000-14-3320200,雷注意報,倉敷市,2015-08-10 10:10:00+09,2015-08-10 22:18:00+09,0日12時08分00秒間
2309,20150810173500-10-3320200,大雨注意報,倉敷市,2015-08-10 17:35:00+09,2015-08-10 19:26:00+09,0日01時51分00秒間
2310,20150810173500-18-3320200,洪水注意報,倉敷市,2015-08-10 17:35:00+09,2015-08-10 19:26:00+09,0日01時51分00秒間
2311,20150809102000-14-3320200,雷注意報,倉敷市,2015-08-09 10:20:00+09,2015-08-09 20:33:00+09,0日10時13分00秒間
2312,20150808212800-14-3320200,雷注意報,倉敷市,2015-08-08 21:28:00+09,2015-08-09 03:30:00+09,0日06時02分00秒間
2313,20150808095900-14-3320200,雷注意報,倉敷市,2015-08-08 09:59:00+09,2015-08-08 20:30:00+09,0日10時31分00秒間
2314,20150807101000-14-3320200,雷注意報,倉敷市,2015-08-07 10:10:00+09,2015-08-07 22:28:00+09,0日12時18分00秒間
2315,20150806102500-14-3320200,雷注意報,倉敷市,2015-08-06 10:25:00+09,2015-08-06 20:29:00+09,0日10時04分00秒間
2316,20150805102400-14-3320200,雷注意報,倉敷市,2015-08-05 10:24:00+09,2015-08-05 19:47:00+09,0日09時23分00秒間
2317,20150804161900-19-3320200,高潮注意報,倉敷市,2015-08-04 16:19:00+09,2015-08-05 03:30:00+09,0日11時11分00秒間
2318,20150804161900-14-3320200,雷注意報,倉敷市,2015-08-04 16:19:00+09,2015-08-04 19:01:00+09,0日02時42分00秒間
