0,1,2,3,4,5,6
1901,20170413102000-24-3320200,霜注意報,倉敷市,2017-04-13 10:20:00+09,2017-04-14 06:30:00+09,0日20時10分00秒間
1902,20170412102000-24-3320200,霜注意報,倉敷市,2017-04-12 10:20:00+09,2017-04-13 06:15:00+09,0日19時55分00秒間
1903,20170410162500-15-3320200,強風注意報,倉敷市,2017-04-10 16:25:00+09,2017-04-11 10:10:00+09,0日17時45分00秒間
1904,20170410162500-16-3320200,波浪注意報,倉敷市,2017-04-10 16:25:00+09,2017-04-11 10:10:00+09,0日17時45分00秒間
1905,20170408013300-20-3320200,濃霧注意報,倉敷市,2017-04-08 01:33:00+09,2017-04-09 05:45:00+09,1日04時12分00秒間
1906,20170404100700-21-3320200,乾燥注意報,倉敷市,2017-04-04 10:07:00+09,2017-04-05 20:12:00+09,1日10時05分00秒間
1907,20170403101600-24-3320200,霜注意報,倉敷市,2017-04-03 10:16:00+09,2017-04-04 06:40:00+09,0日20時24分00秒間
1908,20170402102000-24-3320200,霜注意報,倉敷市,2017-04-02 10:20:00+09,2017-04-03 06:15:00+09,0日19時55分00秒間
1909,20170401095000-14-3320200,雷注意報,倉敷市,2017-04-01 09:50:00+09,2017-04-02 18:15:00+09,1日08時25分00秒間
1910,20170401095000-24-3320200,霜注意報,倉敷市,2017-04-01 09:50:00+09,2017-04-02 07:25:00+09,0日21時35分00秒間
1911,20170331100500-24-3320200,霜注意報,倉敷市,2017-03-31 10:05:00+09,2017-04-01 07:37:00+09,0日21時32分00秒間
1912,20170328101500-24-3320200,霜注意報,倉敷市,2017-03-28 10:15:00+09,2017-03-29 06:45:00+09,0日20時30分00秒間
1913,20170327094500-24-3320200,霜注意報,倉敷市,2017-03-27 09:45:00+09,2017-03-28 07:40:00+09,0日21時55分00秒間
1914,20170326220100-14-3320200,雷注意報,倉敷市,2017-03-26 22:01:00+09,2017-03-28 04:10:00+09,1日06時09分00秒間
1915,20170326160800-24-3320200,霜注意報,倉敷市,2017-03-26 16:08:00+09,2017-03-27 07:27:00+09,0日15時19分00秒間
1916,20170325130800-24-3320200,霜注意報,倉敷市,2017-03-25 13:08:00+09,2017-03-26 07:45:00+09,0日18時37分00秒間
1917,20170324035000-21-3320200,乾燥注意報,倉敷市,2017-03-24 03:50:00+09,2017-03-25 20:30:00+09,1日16時40分00秒間
1918,20170324101500-24-3320200,霜注意報,倉敷市,2017-03-24 10:15:00+09,2017-03-25 07:23:00+09,0日21時08分00秒間
1919,20170323101700-24-3320200,霜注意報,倉敷市,2017-03-23 10:17:00+09,2017-03-24 06:30:00+09,0日20時13分00秒間
1920,20170322094500-24-3320200,霜注意報,倉敷市,2017-03-22 09:45:00+09,2017-03-23 07:38:00+09,0日21時53分00秒間
1921,20170321102000-24-3320200,霜注意報,倉敷市,2017-03-21 10:20:00+09,2017-03-22 07:27:00+09,0日21時07分00秒間
1922,20170314102500-21-3320200,乾燥注意報,倉敷市,2017-03-14 10:25:00+09,2017-03-20 16:32:00+09,6日06時07分00秒間
1923,20170319102000-24-3320200,霜注意報,倉敷市,2017-03-19 10:20:00+09,2017-03-20 06:30:00+09,0日20時10分00秒間
1924,20170318101500-24-3320200,霜注意報,倉敷市,2017-03-18 10:15:00+09,2017-03-19 06:30:00+09,0日20時15分00秒間
1925,20170317094700-24-3320200,霜注意報,倉敷市,2017-03-17 09:47:00+09,2017-03-18 07:45:00+09,0日21時58分00秒間
1926,20170316101500-24-3320200,霜注意報,倉敷市,2017-03-16 10:15:00+09,2017-03-17 07:37:00+09,0日21時22分00秒間
1927,20170315103300-24-3320200,霜注意報,倉敷市,2017-03-15 10:33:00+09,2017-03-16 07:56:00+09,0日21時23分00秒間
1928,20170315042800-15-3320200,強風注意報,倉敷市,2017-03-15 04:28:00+09,2017-03-15 21:15:00+09,0日16時47分00秒間
1929,20170315042800-16-3320200,波浪注意報,倉敷市,2017-03-15 04:28:00+09,2017-03-15 21:15:00+09,0日16時47分00秒間
1930,20170314102500-24-3320200,霜注意報,倉敷市,2017-03-14 10:25:00+09,2017-03-15 06:30:00+09,0日20時05分00秒間
1931,20170307095700-21-3320200,乾燥注意報,倉敷市,2017-03-07 09:57:00+09,2017-03-12 20:30:00+09,5日10時33分00秒間
1932,20170307042500-15-3320200,強風注意報,倉敷市,2017-03-07 04:25:00+09,2017-03-07 20:00:00+09,0日15時35分00秒間
1933,20170307042500-16-3320200,波浪注意報,倉敷市,2017-03-07 04:25:00+09,2017-03-07 20:00:00+09,0日15時35分00秒間
1934,20170302042700-15-3320200,強風注意報,倉敷市,2017-03-02 04:27:00+09,2017-03-02 23:00:00+09,0日18時33分00秒間
1935,20170302042700-16-3320200,波浪注意報,倉敷市,2017-03-02 04:27:00+09,2017-03-02 23:00:00+09,0日18時33分00秒間
1936,20170301211500-14-3320200,雷注意報,倉敷市,2017-03-01 21:15:00+09,2017-03-02 23:00:00+09,1日01時45分00秒間
1937,20170228042200-21-3320200,乾燥注意報,倉敷市,2017-02-28 04:22:00+09,2017-03-01 16:25:00+09,1日12時03分00秒間
1938,20170222162500-15-3320200,強風注意報,倉敷市,2017-02-22 16:25:00+09,2017-02-23 16:20:00+09,0日23時55分00秒間
1939,20170222162500-16-3320200,波浪注意報,倉敷市,2017-02-22 16:25:00+09,2017-02-23 16:20:00+09,0日23時55分00秒間
1940,20170220041500-15-3320200,強風注意報,倉敷市,2017-02-20 04:15:00+09,2017-02-21 04:20:00+09,1日00時05分00秒間
1941,20170220041500-16-3320200,波浪注意報,倉敷市,2017-02-20 04:15:00+09,2017-02-21 04:20:00+09,1日00時05分00秒間
1942,20170218170300-15-3320200,強風注意報,倉敷市,2017-02-18 17:03:00+09,2017-02-19 04:15:00+09,0日11時12分00秒間
1943,20170218170300-16-3320200,波浪注意報,倉敷市,2017-02-18 17:03:00+09,2017-02-19 04:15:00+09,0日11時12分00秒間
1944,20170216054800-20-3320200,濃霧注意報,倉敷市,2017-02-16 05:48:00+09,2017-02-16 10:18:00+09,0日04時30分00秒間
1945,20170213161700-14-3320200,雷注意報,倉敷市,2017-02-13 16:17:00+09,2017-02-14 14:39:00+09,0日22時22分00秒間
1946,20170211042000-14-3320200,雷注意報,倉敷市,2017-02-11 04:20:00+09,2017-02-11 20:25:00+09,0日16時05分00秒間
