0,1,2,3,4,5,6
2101,20160731100200-14-3320200,雷注意報,倉敷市,2016-07-31 10:02:00+09,2016-07-31 19:26:00+09,0日09時24分00秒間
2102,20160731130800-10-3320200,大雨注意報,倉敷市,2016-07-31 13:08:00+09,2016-07-31 18:24:00+09,0日05時16分00秒間
2103,20160731130800-18-3320200,洪水注意報,倉敷市,2016-07-31 13:08:00+09,2016-07-31 18:24:00+09,0日05時16分00秒間
2104,20160730102500-14-3320200,雷注意報,倉敷市,2016-07-30 10:25:00+09,2016-07-30 19:55:00+09,0日09時30分00秒間
2105,20160729102100-14-3320200,雷注意報,倉敷市,2016-07-29 10:21:00+09,2016-07-29 19:40:00+09,0日09時19分00秒間
2106,20160728102000-14-3320200,雷注意報,倉敷市,2016-07-28 10:20:00+09,2016-07-28 19:45:00+09,0日09時25分00秒間
2107,20160727100000-14-3320200,雷注意報,倉敷市,2016-07-27 10:00:00+09,2016-07-27 20:10:00+09,0日10時10分00秒間
2108,20160726173200-10-3320200,大雨注意報,倉敷市,2016-07-26 17:32:00+09,2016-07-26 20:55:00+09,0日03時23分00秒間
2109,20160726173200-18-3320200,洪水注意報,倉敷市,2016-07-26 17:32:00+09,2016-07-26 20:55:00+09,0日03時23分00秒間
2110,20160726100100-14-3320200,雷注意報,倉敷市,2016-07-26 10:01:00+09,2016-07-26 20:55:00+09,0日10時54分00秒間
2111,20160725101800-14-3320200,雷注意報,倉敷市,2016-07-25 10:18:00+09,2016-07-25 20:50:00+09,0日10時32分00秒間
2112,20160724094500-14-3320200,雷注意報,倉敷市,2016-07-24 09:45:00+09,2016-07-24 20:33:00+09,0日10時48分00秒間
2113,20160721171800-10-3320200,大雨注意報,倉敷市,2016-07-21 17:18:00+09,2016-07-21 19:15:00+09,0日01時57分00秒間
2114,20160721171800-14-3320200,雷注意報,倉敷市,2016-07-21 17:18:00+09,2016-07-21 19:15:00+09,0日01時57分00秒間
2115,20160721171800-18-3320200,洪水注意報,倉敷市,2016-07-21 17:18:00+09,2016-07-21 19:15:00+09,0日01時57分00秒間
2116,20160720152200-14-3320200,雷注意報,倉敷市,2016-07-20 15:22:00+09,2016-07-20 19:41:00+09,0日04時19分00秒間
