0,1,2,3,4,5,6
1801,20170817034000-10-3320200,大雨注意報,倉敷市,2017-08-17 03:40:00+09,2017-08-17 05:29:00+09,0日01時49分00秒間
1802,20170817034000-18-3320200,洪水注意報,倉敷市,2017-08-17 03:40:00+09,2017-08-17 05:29:00+09,0日01時49分00秒間
1803,20170816094500-14-3320200,雷注意報,倉敷市,2017-08-16 09:45:00+09,2017-08-16 22:57:00+09,0日13時12分00秒間
1804,20170815040000-14-3320200,雷注意報,倉敷市,2017-08-15 04:00:00+09,2017-08-15 21:20:00+09,0日17時20分00秒間
1805,20170815173200-18-3320200,洪水注意報,倉敷市,2017-08-15 17:32:00+09,2017-08-15 18:47:00+09,0日01時15分00秒間
1806,20170811101500-14-3320200,雷注意報,倉敷市,2017-08-11 10:15:00+09,2017-08-11 21:15:00+09,0日11時00分00秒間
1807,20170809102000-14-3320200,雷注意報,倉敷市,2017-08-09 10:20:00+09,2017-08-10 21:40:00+09,1日11時20分00秒間
1808,20170809162500-19-3320200,高潮注意報,倉敷市,2017-08-09 16:25:00+09,2017-08-10 02:20:00+09,0日09時55分00秒間
1809,20170806073300-14-3320200,雷注意報,倉敷市,2017-08-06 07:33:00+09,2017-08-08 05:10:00+09,1日21時37分00秒間
1810,20170806073300-15-3320200,強風注意報,倉敷市,2017-08-06 07:33:00+09,2017-08-08 05:10:00+09,1日21時37分00秒間
1811,20170806073300-16-3320200,波浪注意報,倉敷市,2017-08-06 07:33:00+09,2017-08-08 05:10:00+09,1日21時37分00秒間
1812,20170807055300-10-3320200,大雨注意報,倉敷市,2017-08-07 05:53:00+09,2017-08-07 23:00:00+09,0日17時07分00秒間
1813,20170807180800-18-3320200,洪水注意報,倉敷市,2017-08-07 18:08:00+09,2017-08-07 21:05:00+09,0日02時57分00秒間
1814,20170807141300-04-3320200,洪水警報,倉敷市,2017-08-07 14:13:00+09,2017-08-07 18:08:00+09,0日03時55分00秒間
1815,20170807055300-18-3320200,洪水注意報,倉敷市,2017-08-07 05:53:00+09,2017-08-07 14:13:00+09,0日08時20分00秒間
1816,20170806161500-19-3320200,高潮注意報,倉敷市,2017-08-06 16:15:00+09,2017-08-07 04:20:00+09,0日12時05分00秒間
1817,20170805103200-14-3320200,雷注意報,倉敷市,2017-08-05 10:32:00+09,2017-08-05 20:30:00+09,0日09時58分00秒間
1818,20170804155500-14-3320200,雷注意報,倉敷市,2017-08-04 15:55:00+09,2017-08-04 20:10:00+09,0日04時15分00秒間
1819,20170730102700-14-3320200,雷注意報,倉敷市,2017-07-30 10:27:00+09,2017-08-01 21:35:00+09,2日11時08分00秒間
1820,20170728101500-14-3320200,雷注意報,倉敷市,2017-07-28 10:15:00+09,2017-07-30 04:20:00+09,1日18時05分00秒間
1821,20170729220100-18-3320200,洪水注意報,倉敷市,2017-07-29 22:01:00+09,2017-07-29 23:38:00+09,0日01時37分00秒間
1822,20170729082600-10-3320200,大雨注意報,倉敷市,2017-07-29 08:26:00+09,2017-07-29 10:40:00+09,0日02時14分00秒間
1823,20170729082600-18-3320200,洪水注意報,倉敷市,2017-07-29 08:26:00+09,2017-07-29 10:40:00+09,0日02時14分00秒間
1824,20170728152000-10-3320200,大雨注意報,倉敷市,2017-07-28 15:20:00+09,2017-07-28 18:03:00+09,0日02時43分00秒間
1825,20170727101000-14-3320200,雷注意報,倉敷市,2017-07-27 10:10:00+09,2017-07-27 22:10:00+09,0日12時00分00秒間
1826,20170725004500-14-3320200,雷注意報,倉敷市,2017-07-25 00:45:00+09,2017-07-26 21:27:00+09,1日20時42分00秒間
1827,20170726021000-04-3320200,洪水警報,倉敷市,2017-07-26 02:10:00+09,2017-07-26 04:10:00+09,0日02時00分00秒間
1828,20170726010800-10-3320200,大雨注意報,倉敷市,2017-07-26 01:08:00+09,2017-07-26 04:10:00+09,0日03時02分00秒間
1829,20170726010800-18-3320200,洪水注意報,倉敷市,2017-07-26 01:08:00+09,2017-07-26 02:10:00+09,0日01時02分00秒間
1830,20170725142700-19-3320200,高潮注意報,倉敷市,2017-07-25 14:27:00+09,2017-07-26 02:10:00+09,0日11時43分00秒間
1831,20170725154800-18-3320200,洪水注意報,倉敷市,2017-07-25 15:48:00+09,2017-07-25 19:06:00+09,0日03時18分00秒間
1832,20170724151500-19-3320200,高潮注意報,倉敷市,2017-07-24 15:15:00+09,2017-07-25 02:00:00+09,0日10時45分00秒間
1833,20170723102000-14-3320200,雷注意報,倉敷市,2017-07-23 10:20:00+09,2017-07-24 21:30:00+09,1日11時10分00秒間
1834,20170723161000-19-3320200,高潮注意報,倉敷市,2017-07-23 16:10:00+09,2017-07-24 01:23:00+09,0日09時13分00秒間
1835,20170722153000-19-3320200,高潮注意報,倉敷市,2017-07-22 15:30:00+09,2017-07-23 00:45:00+09,0日09時15分00秒間
1836,20170722101000-14-3320200,雷注意報,倉敷市,2017-07-22 10:10:00+09,2017-07-22 23:20:00+09,0日13時10分00秒間
1837,20170721152500-19-3320200,高潮注意報,倉敷市,2017-07-21 15:25:00+09,2017-07-21 23:05:00+09,0日07時40分00秒間
1838,20170719094500-14-3320200,雷注意報,倉敷市,2017-07-19 09:45:00+09,2017-07-19 19:55:00+09,0日10時10分00秒間
1839,20170716102500-14-3320200,雷注意報,倉敷市,2017-07-16 10:25:00+09,2017-07-18 21:07:00+09,2日10時42分00秒間
1840,20170715102800-14-3320200,雷注意報,倉敷市,2017-07-15 10:28:00+09,2017-07-15 20:08:00+09,0日09時40分00秒間
1841,20170711102000-14-3320200,雷注意報,倉敷市,2017-07-11 10:20:00+09,2017-07-12 20:50:00+09,1日10時30分00秒間
1842,20170708044000-14-3320200,雷注意報,倉敷市,2017-07-08 04:40:00+09,2017-07-10 20:35:00+09,2日15時55分00秒間
1843,20170709184200-10-3320200,大雨注意報,倉敷市,2017-07-09 18:42:00+09,2017-07-09 22:30:00+09,0日03時48分00秒間
1844,20170709132800-18-3320200,洪水注意報,倉敷市,2017-07-09 13:28:00+09,2017-07-09 18:42:00+09,0日05時14分00秒間
1845,20170709125800-03-3320200,大雨警報,倉敷市,2017-07-09 12:58:00+09,2017-07-09 18:42:00+09,0日05時44分00秒間
1846,20170709115000-10-3320200,大雨注意報,倉敷市,2017-07-09 11:50:00+09,2017-07-09 12:58:00+09,0日01時08分00秒間
