datetime,observed,predicted_06h,predicted_24h,predicted_48h
2023-04-24 03:00:00,378.0,301.20924884080887,304.417596757412,315.46349090337753
2023-04-24 04:00:00,278.0,301.85837584733963,300.05394780635834,318.911835372448
2023-04-24 05:00:00,252.0,304.0341333150864,307.04411149024963,317.6766211390496
2023-04-24 06:00:00,288.0,300.18636560440063,307.0348039865494,319.9620415568352
2023-04-24 07:00:00,425.0,310.0892069339752,306.11484575271606,340.5690117776394
2023-04-24 08:00:00,508.0,320.58171859383583,332.37796598672867,374.0876880288124
2023-04-24 09:00:00,520.0,339.27762418985367,349.30608826875687,385.7558430433273
2023-04-24 10:00:00,532.0,344.9201841056347,346.75705993175507,406.4922475218773
2023-04-24 11:00:00,504.0,352.46547186374664,348.0543432235718,399.6906607151032
2023-04-24 12:00:00,486.0,362.0324436426163,340.62095963954926,391.7344438135624
2023-04-24 13:00:00,433.0,380.5154329538345,342.04383713006973,374.437661588192
2023-04-24 14:00:00,517.0,411.84494721889496,346.96142530441284,372.4505380988121
2023-04-24 15:00:00,402.0,439.2092936038971,350.1899299621582,372.8611817359924
2023-04-24 16:00:00,472.0,448.777150452137,344.2515141963959,366.4560060799122
2023-04-24 17:00:00,450.0,419.29060757160187,338.2228784561157,346.64431351423264
2023-04-24 18:00:00,313.0,355.5702381134033,328.7648558616638,325.4331977963448
2023-04-24 19:00:00,339.0,328.6496540904045,302.8397750258446,310.97887295484543
2023-04-24 20:00:00,346.0,336.3162962794304,300.32258063554764,298.5378239750862
2023-04-24 21:00:00,316.0,333.9229259490967,295.2248094677925,292.15695917606354
2023-04-24 22:00:00,268.0,343.716361284256,300.91851782798767,298.31324476003647
2023-04-24 23:00:00,260.0,346.02095344662666,299.15834325551987,297.54003673791885
2023-04-25 00:00:00,405.0,344.31955033540726,281.40516501665115,296.14208394289017
2023-04-25 01:00:00,331.0,349.5792606472969,286.16809445619583,299.33374401926994
2023-04-25 02:00:00,326.0,353.5002321600914,289.0793160200119,303.8376050889492
2023-04-25 03:00:00,310.0,354.08551996946335,299.7265292406082,307.6111554503441
2023-04-25 04:00:00,351.0,350.04536387324333,292.77909156680107,302.6459591090679
2023-04-25 05:00:00,273.0,348.07077410817146,287.89173850417137,302.7738659083843
2023-04-25 06:00:00,316.0,365.97779738903046,289.8599329292774,298.8471128940582
2023-04-25 07:00:00,450.0,390.9069467782974,316.76722663640976,305.48627519607544
2023-04-25 08:00:00,484.0,423.1973608732224,374.566767513752,333.4838173389435
2023-04-25 09:00:00,455.0,435.5871900320053,429.385508954525,360.2967226803303
2023-04-25 10:00:00,469.0,444.3229960203171,443.50327903032303,389.1441740989685
2023-04-25 11:00:00,530.0,439.4025813341141,438.2571017146111,394.45224916934967
2023-04-25 12:00:00,575.0,433.53559923172,430.44388061761856,384.91281446814537
2023-04-25 13:00:00,490.0,431.6857471466065,418.04066121578217,364.1417780816555
2023-04-25 14:00:00,504.0,434.0044290423393,434.8599199652672,346.58698385953903
2023-04-25 15:00:00,482.0,436.0777468681336,421.4512046575546,341.56674191355705
2023-04-25 16:00:00,483.0,435.742933690548,418.24377036094666,339.3249182999134
2023-04-25 17:00:00,373.0,411.6474625468254,401.4953171610832,332.9498207271099
2023-04-25 18:00:00,336.0,375.434663683176,342.7274247407913,318.83968794345856
2023-04-25 19:00:00,304.0,346.3688570857048,330.2737849354744,298.23361706733704
2023-04-25 20:00:00,284.0,347.0228234231472,329.7455127239228,290.7373079061508
2023-04-25 21:00:00,315.0,352.04275131225586,328.0723890066147,287.28640815615654
2023-04-25 22:00:00,326.0,360.3329819738865,325.49672293663025,295.7408762872219
2023-04-25 23:00:00,319.0,356.52447137236595,323.1978551745415,299.54794508218765
2023-04-26 00:00:00,277.0,355.6661253869533,335.0637518167496,291.1482227742672
2023-04-26 01:00:00,261.0,354.02633452415466,336.1579830646515,293.0726062655449
